WHOREGION	FLUSEASON	HEMISPHERE	ITZ	COUNTRY_CODE	COUNTRY_AREA_TERRITORY	ISO_WEEKSTARTDATE	ISO_YEAR	ISO_WEEK	MMWR_WEEKSTARTDATE	MMWR_YEAR	MMWR_WEEK	ORIGIN_SOURCE	SPEC_PROCESSED_NB	SPEC_RECEIVED_NB	AH1N12009	AH1	AH3	AH5	AH7N9	ANOTSUBTYPED	ANOTSUBTYPABLE	AOTHER_SUBTYPE	AOTHER_SUBTYPE_DETAILS	INF_A	BVIC_2DEL	BVIC_3DEL	BVIC_NODEL	BVIC_DELUNK	BYAM	BNOTDETERMINED	INF_B	INF_ALL	INF_NEGATIVE	ILI_ACTIVITY	ADENO	BOCA	HUMAN_CORONA	METAPNEUMO	PARAINFLUENZA	RHINO	RSV_PROCESSED	RSV	OTHERRESPVIRUS	OTHER_RESPVIRUS_DETAILS	LAB_RESULT_COMMENT	WCR_COMMENT	ISO2	ISOYW	MMWRYW	PSOURCE_SUBTYPE_INF	PSOURCE_PPOS_INF	PSOURCE_RSV
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2020-05-18	2020	21	2020-05-17	2020	21	NONSENTINEL			0		0			0				0			0		0	0	0										0						SE	202021	202021			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2020-05-25	2020	22	2020-05-24	2020	22	NONSENTINEL			0		0			1				1			0		0	0	0	1									0						SE	202022	202022			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2020-06-01	2020	23	2020-05-31	2020	23	NONSENTINEL			0		0			0				0			0		0	0	0										0						SE	202023	202023			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2020-06-08	2020	24	2020-06-07	2020	24	NONSENTINEL			0		0			0				0			0		0	0	0										0						SE	202024	202024			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2020-06-15	2020	25	2020-06-14	2020	25	NONSENTINEL			0		0			1				1			0		0	1	1	2									0						SE	202025	202025			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2020-06-22	2020	26	2020-06-21	2020	26	NONSENTINEL			0		0			0				0			0		0	0	0										0						SE	202026	202026			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2020-06-29	2020	27	2020-06-28	2020	27	NONSENTINEL			0		0			0				0			0		0	0	0										0						SE	202027	202027			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2020-07-06	2020	28	2020-07-05	2020	28	NONSENTINEL			0		0			0				0			0		0	0	0										0						SE	202028	202028			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2020-07-13	2020	29	2020-07-12	2020	29	NONSENTINEL			0		0			0				0			0		0	0	0										0						SE	202029	202029			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2020-07-20	2020	30	2020-07-19	2020	30	NONSENTINEL			0		0			0				0			0		0	0	0										0						SE	202030	202030			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2020-07-27	2020	31	2020-07-26	2020	31	NONSENTINEL			0		0			0				0			0		0	0	0										0						SE	202031	202031			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2020-08-03	2020	32	2020-08-02	2020	32	NONSENTINEL			0		0			0				0			0		0	0	0										0						SE	202032	202032			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2020-08-10	2020	33	2020-08-09	2020	33	NONSENTINEL			0		0			0				0			0		0	0	0										0						SE	202033	202033			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2020-08-17	2020	34	2020-08-16	2020	34	NONSENTINEL			0		0			0				0			0		0	0	0										0						SE	202034	202034			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2020-08-24	2020	35	2020-08-23	2020	35	NONSENTINEL			0		0			0				0			0		0	0	0										0						SE	202035	202035			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2020-08-31	2020	36	2020-08-30	2020	36	NONSENTINEL			0		0			0				0			0		0	0	0										0						SE	202036	202036			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2020-09-07	2020	37	2020-09-06	2020	37	NONSENTINEL			0		0			0				0			0		0	0	0										0						SE	202037	202037			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2020-09-14	2020	38	2020-09-13	2020	38	NONSENTINEL			0		0			0				0			0		0	0	0										0						SE	202038	202038			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2020-09-21	2020	39	2020-09-20	2020	39	NONSENTINEL			0		0			0				0			0		0	0	0										0						SE	202039	202039			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2020-09-28	2020	40	2020-09-27	2020	40	NONSENTINEL	359		0		0			0				0			0		0	0	0		359								325	0					SE	202040	202040			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2020-10-05	2020	41	2020-10-04	2020	41	NONSENTINEL	388		0		0			0				0			0		0	0	0		388								355	1					SE	202041	202041			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2020-10-12	2020	42	2020-10-11	2020	42	NONSENTINEL	461		0		0			0				0			0		0	0	0		461								391	0					SE	202042	202042			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2020-10-19	2020	43	2020-10-18	2020	43	NONSENTINEL	492		0		0			0				0			0		0	0	0		492								396	0					SE	202043	202043			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2020-10-26	2020	44	2020-10-25	2020	44	NONSENTINEL	534		0		0			0				0			0		0	0	0		534								441	0					SE	202044	202044			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2020-11-02	2020	45	2020-11-01	2020	45	NONSENTINEL	654		0		0			0				0			0		0	2	2	2	652								527	0					SE	202045	202045			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2020-11-09	2020	46	2020-11-08	2020	46	NONSENTINEL	687		0		0			0				0			0		0	1	1	1	686								547	0					SE	202046	202046			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2020-11-16	2020	47	2020-11-15	2020	47	NONSENTINEL	722		0		0			0				0			0		0	0	0		722								578	1					SE	202047	202047			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2020-11-23	2020	48	2020-11-22	2020	48	NONSENTINEL	824		0		1			0				1			1		0	2	3	4	820								656	2					SE	202048	202048			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2020-11-30	2020	49	2020-11-29	2020	49	NONSENTINEL	1889		0		0			0				0			1		0	0	1	1	1888								952	0					SE	202049	202049			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2020-12-07	2020	50	2020-12-06	2020	50	NONSENTINEL	4624		0		0			0				0			0		0	0	0		4624								2549	1					SE	202050	202050			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2020-12-14	2020	51	2020-12-13	2020	51	NONSENTINEL	4790		0		0			1				1			0		0	0	0	1	4789								2932	0					SE	202051	202051			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2020-12-21	2020	52	2020-12-20	2020	52	NONSENTINEL	3590		0		0			0				0			0		0	0	0		3590								2305	1					SE	202052	202052			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2020-12-28	2020	53	2020-12-27	2020	53	NONSENTINEL	3769		0		0			0				0			0		0	0	0		3769								2196	1					SE	202053	202053			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2021-01-04	2021	1	2021-01-03	2021	1	NONSENTINEL	3395		0		1			0				1			0		0	0	0	1	3394								3752	0					SE	202101	202101			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2021-01-11	2021	2	2021-01-10	2021	2	NONSENTINEL	4419		0		0			0				0			0		0	0	0		4419								4300	0					SE	202102	202102			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2021-01-18	2021	3	2021-01-17	2021	3	NONSENTINEL	3890		0		1			1				2			0		0	1	1	3	3887								3366	0					SE	202103	202103			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2021-01-25	2021	4	2021-01-24	2021	4	NONSENTINEL	6139		0		0			0				0			1		0	1	2	2	6137								6701	2					SE	202104	202104			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2021-02-01	2021	5	2021-01-31	2021	5	NONSENTINEL	6586		0		0			0				0			0		0	2	2	2	6584								7471	0					SE	202105	202105			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2021-02-08	2021	6	2021-02-07	2021	6	NONSENTINEL	8318		0		0			0				0			0		0	0	0		8318								10570	0					SE	202106	202106			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2021-02-15	2021	7	2021-02-14	2021	7	NONSENTINEL	9274		0		1			0				1			0		0	1	1	2	9272								11268	6					SE	202107	202107			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2021-02-22	2021	8	2021-02-21	2021	8	NONSENTINEL	9530		0		0			0				0			0		0	0	0		9530								11459	5					SE	202108	202108			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2021-03-01	2021	9	2021-02-28	2021	9	NONSENTINEL	9195		0		0			0				0			2		0	0	2	2	9193								10348	2					SE	202109	202109			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2021-03-08	2021	10	2021-03-07	2021	10	NONSENTINEL	8775		0		1			0				1			0		0	0	0	1	8774								9799	3					SE	202110	202110			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2021-03-15	2021	11	2021-03-14	2021	11	NONSENTINEL	9073		0		0			0				0			1		0	1	2	2	9071								10107	11					SE	202111	202111			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2021-03-22	2021	12	2021-03-21	2021	12	NONSENTINEL	9902		0		0			0				0			0		0	2	2	2	9900								10769	10					SE	202112	202112			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2021-03-29	2021	13	2021-03-28	2021	13	NONSENTINEL	9827		0		0			0				0			0		0	0	0		9827								10609	10					SE	202113	202113			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2021-04-05	2021	14	2021-04-04	2021	14	NONSENTINEL	7500		0		0			1				1			0		0	0	0	1	7499								8198	13					SE	202114	202114			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2021-04-12	2021	15	2021-04-11	2021	15	NONSENTINEL	7654		0		1			0				1			0		0	0	0	1	7653								8503	17					SE	202115	202115			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2021-04-19	2021	16	2021-04-18	2021	16	NONSENTINEL	7997		0		1			0				1			0		0	0	0	1	7996								9578	28					SE	202116	202116			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2021-04-26	2021	17	2021-04-25	2021	17	NONSENTINEL	8067		0		0			0				0			0		0	0	0		8067								9732	28					SE	202117	202117			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2021-05-03	2021	18	2021-05-02	2021	18	NONSENTINEL	8187		0		0			0				0			0		0	0	0		8187								9885	22					SE	202118	202118			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2021-05-10	2021	19	2021-05-09	2021	19	NONSENTINEL	6483		0		0			0				0			0		0	0	0		6483								7047	14					SE	202119	202119			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2021-05-17	2021	20	2021-05-16	2021	20	NONSENTINEL												0							0											0					SE	202120	202120			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2021-05-24	2021	21	2021-05-23	2021	21	NONSENTINEL			0		0			0				0			0		0	0	0										5918	17					SE	202121	202121			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2021-05-31	2021	22	2021-05-30	2021	22	NONSENTINEL			0		0			0				0			0		0	1	1	1									5580	10					SE	202122	202122			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2021-06-07	2021	23	2021-06-06	2021	23	NONSENTINEL			0		0			0				0			0		0	0	0										5530	25					SE	202123	202123			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2021-06-14	2021	24	2021-06-13	2021	24	NONSENTINEL			0		0			0				0			0		0	1	1	1									5265	24					SE	202124	202124			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2021-06-21	2021	25	2021-06-20	2021	25	NONSENTINEL			0		0			1				1			0		0	0	0	1									4397	25					SE	202125	202125			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2021-06-28	2021	26	2021-06-27	2021	26	NONSENTINEL			0		0			0				0			0		0	0	0										4528	29					SE	202126	202126			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2021-07-05	2021	27	2021-07-04	2021	27	NONSENTINEL			0		0			0				0			0		0	0	0										3911	28					SE	202127	202127			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2021-07-12	2021	28	2021-07-11	2021	28	NONSENTINEL			0		0			0				0			0		0	1	1	1									3760	30					SE	202128	202128			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2021-07-19	2021	29	2021-07-18	2021	29	NONSENTINEL			0		0			1				1			0		0	0	0	1									3517	31					SE	202129	202129			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2021-07-26	2021	30	2021-07-25	2021	30	NONSENTINEL			0		0			1				1			0		0	0	0	1									3535	47					SE	202130	202130			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2021-08-02	2021	31	2021-08-01	2021	31	NONSENTINEL			0		1			0				1			0		0	0	0	1									3802	43					SE	202131	202131			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2021-08-09	2021	32	2021-08-08	2021	32	NONSENTINEL			0		1			1				2			0		0	0	0	2									4055	54					SE	202132	202132			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2021-08-16	2021	33	2021-08-15	2021	33	NONSENTINEL			0		2			2				4			0		0	0	0	4									4716	57					SE	202133	202133			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2021-08-23	2021	34	2021-08-22	2021	34	NONSENTINEL			0		0			1				1			0		0	0	0	1									5400	99					SE	202134	202134			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2021-08-30	2021	35	2021-08-29	2021	35	NONSENTINEL			0		0			0				0			0		0	0	0										6001	162					SE	202135	202135			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2021-09-06	2021	36	2021-09-05	2021	36	NONSENTINEL			0		2			0				2			0		0	0	0	2									6050	219					SE	202136	202136			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2021-09-13	2021	37	2021-09-12	2021	37	NONSENTINEL			1		0			0				1			0		0	0	0	1									5573	253					SE	202137	202137			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2021-09-20	2021	38	2021-09-19	2021	38	NONSENTINEL			0		0			0				0			0		0	0	0										5773	407					SE	202138	202138			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2021-09-27	2021	39	2021-09-26	2021	39	NONSENTINEL			0		1			0				1			0		0	0	0	1									5851	541					SE	202139	202139			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2021-10-04	2021	40	2021-10-03	2021	40	NONSENTINEL	8451		0		4			1				5			0		0	0	0	5	8446								7622	752					SE	202140	202140			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2021-10-11	2021	41	2021-10-10	2021	41	NONSENTINEL	6994		0		4			2				6			0		0	1	1	7	6987								8130	851					SE	202141	202141			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2021-10-18	2021	42	2021-10-17	2021	42	NONSENTINEL	9325		0		6			3				9			0		0	0	0	9	9316								8518	997					SE	202142	202142			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2021-10-25	2021	43	2021-10-24	2021	43	NONSENTINEL	9761		1		13			7				21			0		0	1	1	22	9739								8979	1058					SE	202143	202143			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2021-11-01	2021	44	2021-10-31	2021	44	NONSENTINEL	9461		1		18			5				24			0		0	0	0	24	9437								8865	1054					SE	202144	202144			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2021-11-08	2021	45	2021-11-07	2021	45	NONSENTINEL	9863		0		41			23				64			0		0	1	1	65	9798								9335	1016					SE	202145	202145			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2021-11-15	2021	46	2021-11-14	2021	46	NONSENTINEL	10247		0		38			56				94			0		0	6	6	100	10147								9553	921					SE	202146	202146			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2021-11-22	2021	47	2021-11-21	2021	47	NONSENTINEL	11618		0		48			140				188			0		0	2	2	190	11428								10853	973					SE	202147	202147			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2021-11-29	2021	48	2021-11-28	2021	48	NONSENTINEL	13166		0		78			462				540			0		0	0	0	540	12626								12273	986					SE	202148	202148			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2021-12-06	2021	49	2021-12-05	2021	49	NONSENTINEL	17634		0		127			1638				1765			0		0	4	4	1769	15865								17178	1120					SE	202149	202149			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2021-12-13	2021	50	2021-12-12	2021	50	NONSENTINEL	20478		0		133			2325				2458			1		0	7	8	2466	18012								18007	1107					SE	202150	202150			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2021-12-20	2021	51	2021-12-19	2021	51	NONSENTINEL	15831		0		128			1720				1848			1		0	2	3	1851	13980								14989	769					SE	202151	202151			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2021-12-27	2021	52	2021-12-26	2021	52	NONSENTINEL	17668		0		109			1693				1802			0		0	15	15	1817	15851								16954	657					SE	202152	202152			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2022-01-03	2022	1	2022-01-02	2022	1	NONSENTINEL	22926		0		36			862				898			0		0	10	10	908	22018								21815	620					SE	202201	202201			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2022-01-10	2022	2	2022-01-09	2022	2	NONSENTINEL	28279		0		19			312				331			0		0	12	12	343	27936								26795	467					SE	202202	202202			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2022-01-17	2022	3	2022-01-16	2022	3	NONSENTINEL	28507		0		10			118				128			0		0	9	9	137	28370								26873	260					SE	202203	202203			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2022-01-24	2022	4	2022-01-23	2022	4	NONSENTINEL	23270		0		2			54				56			0		0	1	1	57	23213								21388	136					SE	202204	202204			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2022-01-31	2022	5	2022-01-30	2022	5	NONSENTINEL	21706		0		5			21				26			1		0	3	4	30	21676								20198	96					SE	202205	202205			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2022-02-07	2022	6	2022-02-06	2022	6	NONSENTINEL	16969		0		2			14				16			0		0	2	2	18	16951								15952	53					SE	202206	202206			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2022-02-14	2022	7	2022-02-13	2022	7	NONSENTINEL	13279		0		3			12				15			0		0	2	2	17	13262								12443	40					SE	202207	202207			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2022-02-21	2022	8	2022-02-20	2022	8	NONSENTINEL	11914		0		1			19				20			1		0	1	2	22	11892								11236	31					SE	202208	202208			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2022-02-28	2022	9	2022-02-27	2022	9	NONSENTINEL	11010		0		6			24				30			1		0	2	3	33	10977								10495	17					SE	202209	202209			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2022-03-07	2022	10	2022-03-06	2022	10	NONSENTINEL	9775		2		4			38				44			0		0	1	1	45	9730								9005	11					SE	202210	202210			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2022-03-14	2022	11	2022-03-13	2022	11	NONSENTINEL	9136		0		14			78				92			0		0	2	2	94	9042								8542	17					SE	202211	202211			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2022-03-21	2022	12	2022-03-20	2022	12	NONSENTINEL	8632		2		12			97				111			0		0	5	5	116	8516								7979	15					SE	202212	202212			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2022-03-28	2022	13	2022-03-27	2022	13	NONSENTINEL	8372		1		21			164				186			5		0	3	8	194	8178								7646	6					SE	202213	202213			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2022-04-04	2022	14	2022-04-03	2022	14	NONSENTINEL	8173		2		30			300				332			1		0	5	6	338	7835								7614	10					SE	202214	202214			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2022-04-11	2022	15	2022-04-10	2022	15	NONSENTINEL	7512		0		43			355				398			0		0	9	9	407	7105								6987	6					SE	202215	202215			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2022-04-18	2022	16	2022-04-17	2022	16	NONSENTINEL	7511		2		33			420				455			1		0	2	3	458	7053								6892	8					SE	202216	202216			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2022-04-25	2022	17	2022-04-24	2022	17	NONSENTINEL	7053		0		53			315				368			0		0	1	1	369	6684								6683	9					SE	202217	202217			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2022-05-02	2022	18	2022-05-01	2022	18	NONSENTINEL	7016		0		38			278				316			1		0	6	7	323	6693								6619	3					SE	202218	202218			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2022-05-09	2022	19	2022-05-08	2022	19	NONSENTINEL	7030		1		14			253				268			0		0	3	3	271	6759								6687	5					SE	202219	202219			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2022-05-16	2022	20	2022-05-15	2022	20	NONSENTINEL												0							0											0					SE	202220	202220			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2022-05-23	2022	21	2022-05-22	2022	21	NONSENTINEL			1		33			163				197			1		0	10	11	208									0						SE	202221	202221			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2022-05-30	2022	22	2022-05-29	2022	22	NONSENTINEL			1		12			101				114			1		0	10	11	125									0						SE	202222	202222			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2022-06-06	2022	23	2022-06-05	2022	23	NONSENTINEL			0		6			128				134			1		0	5	6	140									0						SE	202223	202223			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2022-06-13	2022	24	2022-06-12	2022	24	NONSENTINEL			0		15			109				124			0		0	4	4	128									0						SE	202224	202224			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2022-06-20	2022	25	2022-06-19	2022	25	NONSENTINEL			0		5			65				70			0		0	2	2	72									0						SE	202225	202225			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2022-06-27	2022	26	2022-06-26	2022	26	NONSENTINEL			0		4			24				28			0		0	3	3	31									0						SE	202226	202226			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2022-07-04	2022	27	2022-07-03	2022	27	NONSENTINEL			1		1			19				21			0		0	6	6	27									0						SE	202227	202227			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2022-07-11	2022	28	2022-07-10	2022	28	NONSENTINEL			1		1			14				16			0		0	3	3	19									0						SE	202228	202228			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2022-07-18	2022	29	2022-07-17	2022	29	NONSENTINEL			0		1			13				14			0		0	2	2	16									0						SE	202229	202229			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2022-07-25	2022	30	2022-07-24	2022	30	NONSENTINEL			1		1			10				12			0		0	1	1	13									0						SE	202230	202230			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2022-08-01	2022	31	2022-07-31	2022	31	NONSENTINEL			4		1			23				28			0		0	2	2	30									0						SE	202231	202231			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2022-08-08	2022	32	2022-08-07	2022	32	NONSENTINEL			0		8			16				24			1		0	2	3	27									0						SE	202232	202232			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2022-08-15	2022	33	2022-08-14	2022	33	NONSENTINEL			0		2			20				22			2		0	5	7	29									0						SE	202233	202233			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2022-08-22	2022	34	2022-08-21	2022	34	NONSENTINEL			3		4			28				35			0		0	2	2	37									0						SE	202234	202234			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2022-08-29	2022	35	2022-08-28	2022	35	NONSENTINEL			1		0			15				16			1		0	2	3	19									0						SE	202235	202235			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2022-09-05	2022	36	2022-09-04	2022	36	NONSENTINEL			0		1			11				12			0		0	2	2	14									0						SE	202236	202236			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2022-09-12	2022	37	2022-09-11	2022	37	NONSENTINEL			0		1			11				12			0		0	1	1	13									0						SE	202237	202237			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2022-09-19	2022	38	2022-09-18	2022	38	NONSENTINEL			1		4			8				13			0		0	3	3	16									0						SE	202238	202238			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2022-09-26	2022	39	2022-09-25	2022	39	NONSENTINEL			1		2			14				17			0		0	2	2	19									0						SE	202239	202239			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2022-10-03	2022	40	2022-10-02	2022	40	NONSENTINEL	7320				1			8				9					0	1	1	10	7310								6985	18					SE	202240	202240			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2022-10-10	2022	41	2022-10-09	2022	41	NONSENTINEL	7114		7		1			19				27					0	1	1	28	7086								6747	50					SE	202241	202241			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2022-10-17	2022	42	2022-10-16	2022	42	NONSENTINEL	6933				3			13				16					0	2	2	18	6915								6549	41					SE	202242	202242			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2022-10-24	2022	43	2022-10-23	2022	43	NONSENTINEL	7739		5		2			26				33					0	1	1	34	7705								7282	81					SE	202243	202243			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2022-10-31	2022	44	2022-10-30	2022	44	NONSENTINEL	7882		5		5			19				29			1		0	3	4	33	7849								7157	154					SE	202244	202244			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2022-11-07	2022	45	2022-11-06	2022	45	NONSENTINEL	8091		6		6			31				43					0	3	3	46	8045								7684	199					SE	202245	202245			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2022-11-14	2022	46	2022-11-13	2022	46	NONSENTINEL	7958		7		9			39				55					0	3	3	58	7900								7559	248					SE	202246	202246			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2022-11-21	2022	47	2022-11-20	2022	47	NONSENTINEL	9259		24		17			104				145			1		0	4	5	150	9109								8980	385					SE	202247	202247			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2022-11-28	2022	48	2022-11-27	2022	48	NONSENTINEL	10771		28		22			306				356			1		0	5	6	362	10409								10130	590					SE	202248	202248			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2022-12-05	2022	49	2022-12-04	2022	49	NONSENTINEL	15046		55		44			632				731			7		0	19	26	757	14289								13333	1017					SE	202249	202249			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2022-12-12	2022	50	2022-12-11	2022	50	NONSENTINEL	18621		81		74			1340				1495			5		0	35	40	1535	17086								16251	1210					SE	202250	202250			
EUR	NH	NH	FLU_NTH_EUR	SWE	Sweden	2022-12-19	2022	51	2022-12-18	2022	51	NONSENTINEL	21180		76		73			2298				2447			8		0	69	77	2524	18656								18405	1569					SE	202251	202251			
