measure,location,sex,age,cause,metric,year,val,upper,lower
1,218,2,25,493,3,2017,184.04402287256022,251.17502855350457,137.27865349306734
1,191,1,25,493,3,2017,257.6429827101951,303.6538379255608,216.0193441949168
1,191,2,25,493,3,2017,132.26436625756807,170.46377394983747,99.23608240835567
1,190,1,25,493,3,2017,200.24278619155737,256.8866841524075,149.96652356037745
1,190,2,25,493,3,2017,80.4029275360843,110.25023193803058,55.285848404419085
1,43,1,25,493,3,2017,276.4870188055118,346.86587379244787,213.2566139356798
1,43,2,25,493,3,2017,99.54769166600299,133.21446319596959,74.52188438092652
1,145,1,25,493,3,2017,237.67463992418547,259.16084721696996,216.20415793518274
1,145,2,25,493,3,2017,46.74846360030768,53.63601474962527,39.8755453193491
1,193,1,25,493,3,2017,141.56073601082792,186.29989958258278,110.89222703721362
1,193,2,25,493,3,2017,135.6289143799613,164.97810745551268,111.09835217370632
1,44,1,25,493,3,2017,295.2764912916601,329.85187281902614,262.5304394786359
1,44,2,25,493,3,2017,121.4223736889233,138.8759328558015,105.70879596457152
1,91,1,25,493,3,2017,104.63988905152894,116.13021962368907,93.69641369704019
1,91,2,25,493,3,2017,26.44548919939666,30.488564339961915,23.117384110446405
1,146,1,25,493,3,2017,451.2716833372886,493.82605763824495,418.0308454910598
1,146,2,25,493,3,2017,140.9219592135561,169.68856580332198,115.07286845072193
1,147,1,25,493,3,2017,424.62059566848774,512.1636547323367,342.8132240946618
1,147,2,25,493,3,2017,292.39881676926905,352.92539380565324,231.81895170299444
1,92,1,25,493,3,2017,104.41851145382222,114.17039777208427,95.13696874049921
1,92,2,25,493,3,2017,24.732253523705847,27.65924735315873,21.806134807573084
1,66,1,25,493,3,2017,237.97902343018524,269.23291216668224,210.51508613752065
1,66,2,25,493,3,2017,96.34963882053691,110.27531456674225,83.39111942669577
1,67,1,25,493,3,2017,82.72896690528592,86.43256336633851,79.12312185407546
1,67,2,25,493,3,2017,21.24118776019121,22.419773792483088,20.21328944824504
1,97,1,25,493,3,2017,246.43885036833473,286.9238812567133,211.0925656748825
1,97,2,25,493,3,2017,87.21664403290117,102.61749425291971,72.47026497375062
1,98,1,25,493,3,2017,132.3825519901448,154.86734296644048,113.7860983242665
1,98,2,25,493,3,2017,44.99789447149326,52.90304336982002,36.978429042022974
1,148,1,25,493,3,2017,501.0572755959382,630.9627510327259,394.81406590961006
1,148,2,25,493,3,2017,389.8921866291166,485.73816989571606,299.5662576162894
1,200,1,25,493,3,2017,168.48716638015375,230.19137789847335,120.86824004938217
1,200,2,25,493,3,2017,145.50423379308447,196.73267240742464,105.68728039636359
